,1BY6WEcLGh8j5v7,1IF53ai7Xc0U56Y,3PZuoBAID5Wc2HD,7JYdWkrLSPkdwr4,McdE0feGgRqW7Ca,VHMLBKoKgIrUVDU,WRmjgnKYAwPKWDb,YxYtjZvoooNbGkE,ZnxXDlPa8U1GXgE,ZoEaEvLYb1n2sOq,adLQvlD726eNBSB,bvBOhCH3iADSZry,iCRJl6heRkivqQ3,ih0vzX44oOqAx2f,pkci93gMrogZuBj,rGa61gmuvPhdLxV,sjndEbLyjtCKgGv,uHbuxQJl8lW7ozc,wCURE6d3bPkepu2,z9Y9gH1T5YWrNuG,zBIq5rxdHJRwDNY,zVJPv84UY57bAof
2020-06-06 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 04:00:00,0.0,0.0,147.125,140.625,0.0,135.5,144.75,0.0,143.8571429,0.0,0.0,0.0,0.0,132.1428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 04:15:00,0.0,157.1428571,460.0,438.4285714,0.0,449.0,448.4285714,0.0,428.75,0.0,164.2857143,0.0,0.0,416.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 04:30:00,0.0,463.375,854.25,786.375,129.1428571,801.875,823.25,144.5,757.7142857,135.75,477.875,0.0,126.0,724.4285714,126.5,122.625,126.1428571,129.75,0.0,0.0,123.0,123.625
2020-06-06 04:45:00,0.0,852.1428571,1692.857143,1534.0,419.0,1564.571429,1641.571429,421.1428571,1494.125,413.5714286,875.2857143,0.0,410.7142857,1413.0,404.0,403.2857143,408.375,414.1428571,123.8571429,124.0,402.8571429,406.1428571
2020-06-06 05:00:00,0.0,1721.5,2888.875,2741.75,722.2857143,2793.5,2821.25,738.625,2676.857143,726.125,1760.875,0.0,713.875,2600.285714,705.5,695.625,700.5714286,721.125,407.25,408.875,707.125,707.625
2020-06-06 05:15:00,0.0,2951.0,3500.857143,3261.0,1399.25,3269.857143,3269.142857,1417.428571,3491.0,1397.142857,2979.571429,0.0,1354.571429,3422.375,1329.285714,1294.714286,1359.0,1368.857143,686.2857143,701.4285714,1327.0,1357.571429
2020-06-06 05:30:00,0.0,3487.285714,4210.875,3962.0,2634.428571,4056.875,4097.625,2591.625,3886.285714,2528.875,3389.285714,0.0,2556.5,3761.571429,2524.125,2457.875,2585.571429,2634.625,1321.0,1374.5,2474.5,2579.75
2020-06-06 05:45:00,128.2857143,4226.875,4983.142857,4683.0,3442.5,4815.857143,4860.285714,3406.571429,4652.125,3374.857143,4294.0,134.2857143,3390.142857,4502.125,3357.428571,3376.0,3388.625,3418.0,2500.571429,2617.714286,3390.285714,3334.142857
2020-06-06 06:00:00,408.625,4928.142857,5655.0,5297.875,3840.142857,5461.625,5545.5,3726.714286,5244.142857,3675.428571,5015.0,394.75,3740.625,5079.142857,3642.375,3671.5,3733.571429,3748.875,3213.75,3304.625,3705.875,3754.5
2020-06-06 06:15:00,724.4285714,5613.5,5774.857143,5170.142857,4593.875,5527.428571,5625.142857,4429.125,5521.857143,4372.125,5722.0,704.7142857,4478.285714,5437.142857,4363.571429,4381.0,4467.75,4476.0,3604.142857,3751.857143,4440.428571,4479.714286
2020-06-06 06:30:00,1442.375,5409.142857,6886.25,7150.5,5242.0,7373.125,6764.875,5142.428571,7045.75,5105.857143,5444.142857,1399.5,5087.0,6920.5,5007.714286,4989.625,5144.857143,5101.714286,4363.0,4474.5,5071.875,5069.125
2020-06-06 06:45:00,2549.285714,7337.25,6183.714286,5838.428571,5578.875,5949.285714,5677.857143,5188.5,6153.571429,5377.375,7377.625,2468.0,5328.0,6179.571429,5206.25,5357.0,5536.875,5363.375,5020.142857,5070.428571,5427.857143,5400.714286
2020-06-06 07:00:00,3082.285714,6217.142857,3819.285714,3792.75,7339.714286,3878.875,3753.0,7414.714286,3926.625,6993.428571,6189.142857,3017.571429,7054.125,3863.0,6703.285714,6597.5,7047.428571,6816.857143,5249.625,5388.25,6816.875,6988.125
2020-06-06 07:15:00,3628.625,3936.5,5304.75,5392.0,6242.5,5469.714286,5184.5,5991.25,5495.285714,6177.625,3970.125,3549.125,6326.857143,5341.142857,6139.75,6382.285714,6190.125,6229.5,7352.142857,7242.714286,6391.571429,6388.285714
2020-06-06 07:30:00,4299.857143,5518.142857,10575.71429,9607.125,3883.857143,9688.125,10897.42857,3793.285714,8359.125,3754.0,5588.857143,4210.285714,3929.0,7996.5,3787.857143,3886.25,3834.285714,3859.571429,6037.125,6030.75,3940.714286,3829.375
2020-06-06 07:45:00,4894.875,9637.125,6399.875,6240.571429,5324.875,6325.428571,5888.375,5232.125,6332.857143,5302.125,9699.5,4831.625,5168.875,6313.714286,5075.875,5369.142857,5485.0,4917.625,3805.0,3786.857143,5131.375,5437.571429
2020-06-06 08:00:00,5081.571429,6335.0,10182.85714,10627.14286,8797.428571,10832.42857,10364.14286,8821.142857,9947.375,8550.0,6558.285714,5155.0,9151.0,10035.5,9683.285714,8931.0,8101.428571,9750.0,5189.25,5080.375,8558.0,9184.285714
2020-06-06 08:15:00,6516.5,10696.875,8367.875,8739.0,6741.285714,9418.0,8260.625,7203.25,8826.857143,6733.5,10928.875,6346.875,7802.5,9256.571429,9014.125,7737.375,6247.0,9515.875,8996.571429,9456.0,7247.375,9579.25
2020-06-06 08:30:00,5536.142857,7558.0,10359.42857,9939.714286,11666.625,9808.571429,10191.0,10737.0,9239.5,10067.28571,8343.571429,5377.428571,11257.71429,8873.375,9900.428571,10075.0,11021.0,10748.42857,7523.125,6703.125,10521.42857,10768.42857
2020-06-06 08:45:00,3576.75,10647.75,9173.875,8724.25,9571.714286,9090.125,9189.25,8481.0,8201.0,8106.25,10738.75,3549.375,8312.5,7500.857143,8045.625,7427.625,8552.285714,8708.875,11190.14286,10858.71429,8082.375,9142.5
2020-06-06 09:00:00,4937.571429,7850.857143,9451.0,10414.14286,8209.75,9878.857143,8674.0,9180.571429,10058.0,10023.28571,7945.142857,4928.0,8982.142857,9845.5,8740.857143,9478.428571,8356.125,8497.571429,9837.571429,10362.14286,9898.285714,8561.428571
2020-06-06 09:15:00,8387.125,11159.875,12650.5,11535.125,8597.0,11807.0,12497.375,7917.25,11585.28571,7909.25,10991.25,8673.375,8621.25,11237.71429,8667.875,8082.125,8496.571429,8651.375,7746.375,7880.625,8181.75,9694.875
2020-06-06 09:30:00,4648.0,11331.57143,8464.571429,8936.285714,10983.75,9076.714286,9296.857143,10751.57143,7944.625,10900.71429,11898.57143,5102.857143,10818.57143,8219.875,9349.142857,10144.85714,10257.125,9634.857143,8755.714286,8654.285714,10454.42857,11039.14286
2020-06-06 09:45:00,8960.5,8488.0,5788.5,5464.0,10869.14286,5050.5,5346.75,11732.25,5325.142857,10718.0,9307.0,9589.125,10538.75,4978.285714,10743.25,11248.25,11178.71429,10363.375,10186.625,10336.0,11484.5,10227.375
2020-06-06 10:00:00,8146.142857,5840.25,8203.0,7788.285714,6960.375,7750.142857,8072.857143,6457.714286,8722.625,6935.0,5563.375,8249.428571,6403.142857,8777.25,7061.428571,7441.428571,7884.375,6285.714286,10870.0,9728.714286,7276.142857,5066.0
2020-06-06 10:15:00,8624.75,7979.285714,9811.5,7898.875,4671.0,8013.125,9155.25,5816.375,8462.285714,6149.125,8292.571429,8498.625,5635.125,8359.142857,5770.625,5380.875,4640.0,5697.75,6836.875,6047.375,5812.5,5295.25
2020-06-06 10:30:00,8067.142857,8300.75,9737.142857,8802.428571,8785.0,8208.0,8777.857143,7928.285714,10254.875,8113.571429,8437.5,8641.857143,8154.142857,9927.375,8522.714286,8354.428571,8711.375,9574.571429,3702.285714,3651.428571,7989.714286,7673.285714
2020-06-06 10:45:00,9061.0,9510.428571,8163.25,7731.25,9348.428571,7388.75,6778.5,9053.428571,7306.714286,8177.857143,9272.285714,7922.0,9155.125,8278.142857,7718.625,8352.75,8779.285714,9030.625,8285.625,7059.625,8515.0,9150.375
2020-06-06 11:00:00,12032.71429,9063.625,12910.0,13606.57143,10518.0,13806.28571,12645.42857,9513.75,12770.28571,10229.875,8669.25,11777.0,11343.0,12316.71429,11173.85714,11784.14286,10695.375,12359.85714,9313.857143,9625.285714,10512.28571,12948.85714
2020-06-06 11:15:00,7597.571429,13646.42857,3332.0,4353.0,8936.857143,4281.875,4184.285714,9539.571429,3758.125,9104.714286,13958.14286,8105.857143,9894.5,3258.875,9356.625,9681.625,9162.142857,9809.125,9951.5,9454.25,10009.625,8534.75
2020-06-06 11:30:00,4742.25,4407.5,8725.25,9194.0,11729.25,9596.142857,8652.625,12177.125,7520.857143,12096.0,4438.75,4722.0,12028.0,7193.285714,12199.71429,11968.28571,12056.375,11939.0,9475.857143,9374.428571,11926.42857,12867.14286
2020-06-06 11:45:00,7847.142857,9033.142857,9594.285714,9546.5,4146.285714,9917.75,9296.428571,4142.142857,10225.875,3948.571429,9254.142857,6995.857143,4064.857143,10306.5,4061.142857,3910.125,4033.571429,3684.857143,12307.0,12456.75,4151.285714,3683.75
2020-06-06 12:00:00,9058.125,9734.25,8269.25,8728.857143,8416.375,8618.285714,8694.125,8377.75,7380.428571,7507.125,9548.5,8769.25,8174.0,6637.857143,8658.375,9381.857143,8314.875,8681.75,4156.714286,3930.285714,8267.5,8856.714286
2020-06-06 12:15:00,8961.857143,8138.142857,10143.85714,11899.0,10584.71429,11818.0,9924.285714,10411.85714,10758.5,9914.571429,8882.571429,8588.142857,10797.57143,11097.5,10544.14286,10754.0,10468.85714,10942.14286,8314.75,8163.375,10734.0,10748.42857
2020-06-06 12:30:00,7660.25,12470.625,4162.75,4663.75,6842.25,4519.0,4493.0,7059.375,4949.714286,7340.875,12362.25,7695.125,6758.875,4992.0,7666.75,7062.25,7357.75,7121.5,10786.71429,10682.14286,7131.625,6982.0
2020-06-06 12:45:00,11839.57143,3489.571429,2468.428571,2380.0,12369.71429,2418.571429,2425.714286,11478.85714,2417.375,12047.0,3740.428571,12267.85714,13442.14286,2358.875,12490.71429,12559.57143,12498.28571,13768.28571,7068.125,6859.875,13003.0,13569.71429
2020-06-06 13:00:00,5124.0,2510.0,4163.5,4010.0,4615.857143,4061.875,4082.375,4278.5,4053.857143,4689.25,2536.5,4767.25,4547.75,3960.571429,4673.375,4901.25,4982.0,4970.125,12243.42857,12652.42857,4854.625,4949.0
2020-06-06 13:15:00,7027.142857,4235.0,5059.285714,4930.142857,2424.5,5023.142857,4994.714286,2408.285714,4960.25,2410.714286,4273.142857,7227.142857,2441.142857,4823.0,2457.857143,2433.714286,2405.125,2472.857143,4294.25,4422.0,2427.142857,2416.571429
2020-06-06 13:30:00,9513.0,5050.375,4366.0,4278.625,4080.714286,4355.5,4291.5,4075.125,4293.0,4093.75,5118.5,9186.0,4155.75,4164.428571,4240.75,4186.125,4060.714286,4236.25,2433.142857,2411.857143,4149.875,4117.75
2020-06-06 13:45:00,7772.285714,4376.571429,3343.428571,3261.0,5046.25,3299.285714,3250.857143,4937.142857,3272.0,4929.285714,4430.857143,8062.428571,5038.285714,3208.5,5113.0,5072.428571,4986.875,5119.142857,3957.571429,3922.571429,5007.571429,5026.0
2020-06-06 14:00:00,10567.875,3394.375,2656.875,2647.875,4391.428571,2693.5,2607.375,4247.875,2680.285714,4253.875,3420.125,10003.625,4378.5,2630.0,4472.375,4436.75,4357.428571,4521.0,4937.125,4898.625,4353.5,4385.5
2020-06-06 14:15:00,4632.142857,2675.714286,1513.0,1524.142857,3381.125,1549.285714,1488.571429,3270.571429,1567.0,3288.571429,2700.0,4004.285714,3390.857143,1537.625,3465.571429,3444.428571,3368.25,3491.571429,4288.714286,4248.0,3378.142857,3386.142857
2020-06-06 14:30:00,2242.0,1585.714286,1397.0,1362.625,2782.142857,1380.5,1374.375,2664.625,1365.571429,2638.5,1606.0,2243.125,2740.25,1336.285714,2740.125,2742.125,2739.285714,2787.875,3277.0,3262.25,2694.75,2763.625
2020-06-06 14:45:00,3723.285714,1409.125,1286.857143,1279.285714,1629.0,1296.857143,1268.142857,1506.142857,1272.875,1491.428571,1429.875,3741.142857,1546.0,1251.375,1544.0,1554.714286,1603.375,1570.571429,2718.0,2722.285714,1521.0,1564.0
2020-06-06 15:00:00,4575.375,1329.0,909.5,911.625,1380.285714,924.0,892.75,1360.25,925.4285714,1358.0,1347.857143,4548.625,1382.0,914.7142857,1393.875,1391.0,1369.571429,1403.25,1596.875,1597.375,1374.875,1375.0
2020-06-06 15:15:00,3932.0,942.625,638.8571429,639.8571429,1311.125,647.0,630.4285714,1275.428571,638.5,1263.428571,958.375,3930.857143,1305.428571,630.375,1304.857143,1311.857143,1296.75,1329.428571,1349.571429,1339.142857,1285.857143,1312.285714
2020-06-06 15:30:00,2953.375,664.7142857,459.5714286,453.0,960.0,457.25,451.8571429,937.1428571,451.4285714,924.4285714,677.7142857,2983.125,935.375,444.2857143,957.0,937.75,947.0,981.4285714,1282.5,1283.875,919.75,943.75
2020-06-06 15:45:00,2440.0,469.5,333.125,326.7142857,656.5,330.0,328.375,650.625,335.5714286,646.125,480.625,2428.285714,643.7142857,333.8571429,661.25,649.7142857,648.375,674.375,939.1428571,942.1428571,633.8571429,645.7142857
2020-06-06 16:00:00,1423.25,337.5714286,236.1428571,234.5,458.7142857,236.375,231.7142857,455.8571429,239.125,451.0,350.1428571,1417.125,451.25,240.375,456.1428571,453.625,456.5714286,466.4285714,644.125,643.375,445.25,450.375
2020-06-06 16:15:00,1251.714286,241.375,103.375,108.1428571,337.375,107.4285714,109.75,335.75,113.2857143,327.625,252.875,1253.857143,325.2857143,111.8571429,333.5,326.0,332.875,343.125,451.5714286,449.7142857,318.2857143,326.2857143
2020-06-06 16:30:00,1194.857143,114.0,0.0,0.0,276.0,0.0,0.0,140.0,0.0,269.0,131.0,1190.714286,139.5,0.0,139.0,141.5,276.0,285.0,333.125,332.375,134.5,141.5
2020-06-06 16:45:00,854.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.125,0.0,0.0,0.0,0.0,0.0,0.0,274.0,272.0,0.0,0.0
2020-06-06 17:00:00,597.7142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.1428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 17:15:00,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 17:30:00,307.2857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.4285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 17:45:00,215.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 18:00:00,87.42857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.28571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-06 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-07 03:15:00,0.0,0.0,0.0,0.0,66.42857143,0.0,0.0,80.0,0.0,67.75,0.0,0.0,47.57142857,0.0,48.85714286,46.71428571,66.28571429,0.0,0.0,0.0,63.0,45.42857143
2020-06-07 03:30:00,0.0,0.0,0.0,0.0,416.25,0.0,0.0,416.2857143,0.0,418.5714286,0.0,0.0,404.5,0.0,410.75,398.5,413.625,201.5,48.42857143,65.14285714,399.875,397.0
2020-06-07 03:45:00,0.0,0.0,0.0,0.0,807.7142857,0.0,0.0,777.1428571,0.0,774.4285714,0.0,0.0,792.5714286,0.0,791.7142857,781.5714286,798.5714286,800.8571429,407.375,408.5,782.1428571,783.0
2020-06-07 04:00:00,0.0,0.0,67.14285714,66.0,1496.0,67.71428571,66.0,1429.75,79.625,1425.75,0.0,0.0,1460.375,79.5,1465.375,1440.75,1476.375,1481.375,789.5714286,792.7142857,1449.875,1441.625
2020-06-07 04:15:00,0.0,65.14285714,422.25,415.0,1793.0,420.5,417.25,1751.857143,422.2857143,1727.0,80.0,0.0,1753.142857,416.1428571,1726.428571,1724.0,1759.428571,1760.285714,1451.625,1457.125,1725.285714,1753.0
2020-06-07 04:30:00,0.0,420.125,815.5714286,801.0,1896.875,814.0,807.1428571,1831.5,802.75,1816.75,430.0,0.0,1862.625,785.625,1854.25,1843.625,1865.0,1883.125,1756.285714,1767.428571,1840.625,1856.125
2020-06-07 04:45:00,0.0,818.8571429,1576.875,1511.0,2110.0,1533.625,1550.625,2048.571429,1516.142857,2034.571429,835.7142857,0.0,2085.285714,1477.0,2076.428571,2070.571429,2081.571429,2106.0,1852.0,1856.25,2061.0,2082.285714
2020-06-07 05:00:00,0.0,1557.625,1810.857143,1768.285714,2567.5,1801.142857,1788.571429,2470.25,1792.75,2467.25,1582.5,0.0,2538.875,1756.25,2561.5,2528.875,2540.375,2583.875,2067.142857,2066.142857,2516.875,2523.125
2020-06-07 05:15:00,0.0,1830.285714,1883.875,1846.5,3454.714286,1881.625,1860.75,3343.571429,1867.142857,3332.0,1860.428571,0.0,3412.0,1826.428571,3409.0,3386.0,3408.857143,3438.0,2504.75,2496.25,3383.142857,3389.571429
2020-06-07 05:30:00,0.0,1893.25,2086.428571,2047.714286,3640.875,2086.428571,2058.428571,3527.25,2072.857143,3492.125,1921.625,0.0,3579.375,2029.571429,3551.5,3547.125,3573.25,3610.375,3380.714286,3367.857143,3530.75,3589.875
2020-06-07 05:45:00,56.28571429,2106.0,2508.285714,2505.875,3698.428571,2545.75,2468.428571,3617.0,2481.875,3574.0,2135.285714,55.57142857,3639.0,2429.125,3594.857143,3587.0,3636.285714,3629.571429,3571.5,3574.125,3597.285714,3606.142857
2020-06-07 06:00:00,372.875,2573.25,3415.5,3382.714286,5052.571429,3449.142857,3365.875,5059.5,3374.428571,4963.5,2607.0,367.375,5127.625,3296.428571,4819.285714,4983.375,4920.285714,4863.857143,3643.571429,3620.142857,5037.125,5084.75
2020-06-07 06:15:00,735.5714286,3473.571429,3569.428571,3516.142857,9665.5,3589.428571,3520.571429,9279.142857,3581.375,9115.857143,3524.714286,728.0,9122.142857,3503.125,8299.375,8721.714286,9084.875,8426.875,4977.714286,4965.0,9003.714286,9100.0
2020-06-07 06:30:00,1357.0,3591.875,3673.375,3600.625,8506.142857,3688.25,3628.0,8422.75,3661.0,8224.125,3635.0,1348.125,8617.375,3568.571429,8822.428571,8590.25,8440.142857,8889.428571,9500.625,9319.25,8398.0,8655.75
2020-06-07 06:45:00,1670.142857,3702.571429,5063.142857,4910.142857,7303.375,5043.142857,5011.0,6805.571429,5111.0,6703.285714,3756.571429,1640.428571,6780.0,5008.25,6882.0,6678.285714,7069.375,7065.875,8249.0,8165.285714,6666.428571,6835.571429
2020-06-07 07:00:00,1718.125,5237.75,9219.875,9139.75,6264.571429,9456.625,9241.5,6219.5,9687.285714,6264.875,5323.0,1703.75,6158.0,9632.0,6171.857143,6271.75,6161.428571,6147.857143,7317.5,7344.0,6114.857143,6264.75
2020-06-07 07:15:00,1912.142857,9466.714286,8350.142857,8151.0,6881.625,8316.714286,8001.714286,6563.857143,8530.5,6478.571429,9664.571429,1898.428571,6761.625,8349.25,6614.0,6515.714286,6718.25,6715.375,6148.428571,6071.428571,6699.5,6656.857143
2020-06-07 07:30:00,2298.875,8509.625,7079.375,6932.5,7906.857143,7160.625,7023.25,7761.125,7082.0,7619.875,8549.875,2289.875,7720.857143,6817.285714,7723.0,7833.125,7855.428571,8048.142857,6757.125,6723.125,7570.714286,7954.125
2020-06-07 07:45:00,3130.142857,6878.857143,6402.428571,6161.285714,9806.375,6308.714286,6282.428571,9106.0,6287.625,9043.857143,6984.142857,3113.0,9360.375,6097.75,9571.125,9194.714286,9368.625,9369.375,7768.857143,7982.428571,9318.625,9446.0
2020-06-07 08:00:00,3301.875,6324.0,6899.25,6805.75,13272.0,6926.875,6786.125,13152.375,6693.714286,12871.625,6412.571429,3263.875,13337.14286,6484.571429,12883.71429,12873.28571,13209.71429,13159.28571,9793.5,9754.375,13131.57143,13080.71429
2020-06-07 08:15:00,3413.428571,6933.25,7914.714286,7546.142857,11989.375,7734.857143,7759.857143,11721.85714,8135.375,11128.28571,7051.75,3367.571429,11779.625,7966.125,11308.625,11440.0,11863.125,11340.5,13377.57143,13133.42857,11539.25,11852.625
